timestamp,currency,walletBalance,marginBalance,availableMargin,withdrawableMargin,systemWithdrawableMargin,amount,realisedPnl,unrealisedPnl,marginLeverage,marginUsedPcnt,riskLimit,riskValue,initMargin,maintMargin,excessMargin,foreignMarginBalance,foreignRequirement,grossComm,grossMarkValue,grossOpenCost,grossOpenPremium,isolatedUnrealisedPnl,targetExcessMargin
2026-04-29T02:09:35.360Z,BMEx,11000120000,11000120000,11000120000,11000120000,11000120000,11000120000,0,0,0,0,,0,0,0,11000120000,0,0,0,0,0,0,,11000120000
2026-05-30T00:01:00.000Z,USDt,888237518,888237518,888237518,888237518,888237518,888237518,0,0,0,0,500000000000000,0,0,0,888237518,0,0,0,0,0,0,,888237518
2026-07-19T12:35:00.504Z,XBt,3215808985,3380764154,3335333333,3170378164,3170378164,3215808985,0,164955169,0.4589,0.0134,1000000000000,5049682657,38498591,6932230,3335333333,0,0,0,1551400980,3498281677,0,,3335333333
