timestamp,symbol,currency,underlying,quoteCurrency,currentQty,avgEntryPrice,breakEvenPrice,markPrice,liquidationPrice,bankruptPrice,realisedPnl,unrealisedPnl,homeNotional,foreignNotional,avgCostPrice,commission,crossMargin,currentComm,currentCost,deleveragePercentile,grossOpenPremium,initMargin,initMarginReq,isOpen,leverage,maintMargin,maintMarginReq,marginCallPrice,markValue,openOrderBuyCost,openOrderBuyPremium,openOrderBuyQty,openOrderSellCost,openOrderSellPremium,openOrderSellQty,openingQty,posComm,posCost,posCross,posInit,posLoss,posMaint,posMargin,positionReport,prevRealisedPnl,prevUnrealisedPnl,realisedCost,rebalancedPnl,riskLimit,riskValue,strategy,unrealisedCost,unrealisedPnlPcnt,unrealisedRoePcnt
2026-07-19T12:35:00.504Z,XBTUSD,XBt,XBT,USD,-998000,71982.3211,83885.5,64329.15,1000000,1000000,0,164955169,-15.5140098,998000,71982.3211,0.0005,true,0,1386445811,1,0,38498591,0.01,true,100,6932230,0.005,,1551400980,-5854074600,0,2480000,-567375600,0,380000,,0,1386445811,0,0,0,6932230,6932230,,1404753,,0,196733597,20000000000,5049682657,OneWay,1386445811,0.119,11.8977
